filename,label,components
composite_by_dominant/Cr/Cr_0111.png,Cr,Cr;Mn
composite_by_dominant/C/C_0097.png,C,Mg;C
composite_by_dominant/O/O_0111.png,O,S;O;Ti
composite_by_dominant/Al/Al_0092.png,Al,O;Al;Na;Sc
composite_by_dominant/Fe/Fe_0087.png,Fe,Ca;O;Fe;Cr
composite_by_dominant/Si/Si_0091.png,Si,Si;V
composite_by_dominant/Ca/Ca_0095.png,Ca,V;Li;H;Ca
composite_by_dominant/Na/Na_0093.png,Na,V;Na;N;Mn
composite_by_dominant/Na/Na_0094.png,Na,V;Cr;Na;P
composite_by_dominant/Si/Si_0092.png,Si,S;Si
composite_by_dominant/Ca/Ca_0096.png,Ca,Al;S;Ca
composite_by_dominant/O/O_0112.png,O,Fe;O
composite_by_dominant/Mn/Mn_0107.png,Mn,Ti;Fe;Mn;Sc
composite_by_dominant/N/N_0094.png,N,Ca;H;N
composite_by_dominant/Na/Na_0095.png,Na,Na;Fe;Si;H
composite_by_dominant/S/S_0096.png,S,O;Mg;Cr;S
composite_by_dominant/Cr/Cr_0112.png,Cr,Na;N;Cr
composite_by_dominant/C/C_0098.png,C,P;C
composite_by_dominant/Mn/Mn_0108.png,Mn,Li;Na;H;Mn
composite_by_dominant/O/O_0113.png,O,Na;O
composite_by_dominant/Mn/Mn_0109.png,Mn,Ti;Si;Mn
composite_by_dominant/Fe/Fe_0088.png,Fe,Fe;H;Li
composite_by_dominant/S/S_0097.png,S,He;Sc;S
composite_by_dominant/Sc/Sc_0104.png,Sc,Cr;Sc;Mg
composite_by_dominant/Si/Si_0093.png,Si,C;Si;Li
composite_by_dominant/Ti/Ti_0093.png,Ti,Ti;Mg
composite_by_dominant/H/H_0105.png,H,V;Li;N;H
composite_by_dominant/Mg/Mg_0100.png,Mg,O;N;Sc;Mg
composite_by_dominant/H/H_0106.png,H,H;Mn;Fe;S
composite_by_dominant/V/V_0099.png,V,Na;V;Sc;Li
composite_by_dominant/O/O_0114.png,O,Cr;O;Na;Si
composite_by_dominant/Fe/Fe_0089.png,Fe,Fe;Li;Na;Si
composite_by_dominant/Mg/Mg_0101.png,Mg,S;Mg;O
composite_by_dominant/Cr/Cr_0113.png,Cr,Sc;Cr
composite_by_dominant/Mg/Mg_0102.png,Mg,N;Mg;Cr;Ca
composite_by_dominant/He/He_0088.png,He,O;V;He
composite_by_dominant/Fe/Fe_0090.png,Fe,Fe;Mn
composite_by_dominant/Sc/Sc_0105.png,Sc,Sc;C
composite_by_dominant/Ti/Ti_0094.png,Ti,Ti;V
composite_by_dominant/O/O_0115.png,O,Mg;O
composite_by_dominant/Sc/Sc_0106.png,Sc,N;Fe;Sc
composite_by_dominant/O/O_0116.png,O,O;C;Ti;Ca
composite_by_dominant/H/H_0107.png,H,Na;H;Cr
composite_by_dominant/Li/Li_0095.png,Li,Li;He;Na
composite_by_dominant/O/O_0117.png,O,Mn;O;S
composite_by_dominant/Cr/Cr_0114.png,Cr,Cr;C;V;Al
composite_by_dominant/O/O_0118.png,O,Cr;Sc;Ti;O
composite_by_dominant/Li/Li_0096.png,Li,Mn;Li
composite_by_dominant/O/O_0119.png,O,Ti;O
composite_by_dominant/Ti/Ti_0095.png,Ti,O;Sc;Ca;Ti
composite_by_dominant/V/V_0100.png,V,S;V;Al;C
composite_by_dominant/Li/Li_0097.png,Li,P;Li;Mn
composite_by_dominant/P/P_0089.png,P,He;P
composite_by_dominant/Ti/Ti_0096.png,Ti,Mn;Ti;S
composite_by_dominant/Si/Si_0094.png,Si,N;Si;C;Mg
composite_by_dominant/Fe/Fe_0091.png,Fe,Al;He;Fe
composite_by_dominant/Ca/Ca_0097.png,Ca,O;P;S;Ca
composite_by_dominant/He/He_0089.png,He,Fe;H;P;He
composite_by_dominant/C/C_0099.png,C,C;V
composite_by_dominant/N/N_0095.png,N,Fe;Sc;N;Li
composite_by_dominant/C/C_0100.png,C,Na;C
composite_by_dominant/Al/Al_0093.png,Al,N;Al;C
composite_by_dominant/Mn/Mn_0110.png,Mn,Cr;Mn;Sc;Na
composite_by_dominant/Li/Li_0098.png,Li,Li;C
composite_by_dominant/H/H_0108.png,H,H;Ca
composite_by_dominant/Na/Na_0096.png,Na,Na;Ca
composite_by_dominant/Sc/Sc_0107.png,Sc,Sc;Mn
composite_by_dominant/Mn/Mn_0111.png,Mn,V;S;Mn
composite_by_dominant/O/O_0120.png,O,O;Na
composite_by_dominant/Al/Al_0094.png,Al,V;Al
composite_by_dominant/Al/Al_0095.png,Al,Na;Mg;Ca;Al
composite_by_dominant/V/V_0101.png,V,V;Mn;Na
composite_by_dominant/N/N_0096.png,N,N;Na;Ca;Fe
composite_by_dominant/O/O_0121.png,O,O;Na;Si
composite_by_dominant/Ca/Ca_0098.png,Ca,Li;Ca;S;Sc
composite_by_dominant/He/He_0090.png,He,Ti;He;P;S
composite_by_dominant/Sc/Sc_0108.png,Sc,Li;N;Si;Sc
composite_by_dominant/Al/Al_0096.png,Al,Si;V;Al;C
composite_by_dominant/H/H_0109.png,H,H;V;C
composite_by_dominant/H/H_0110.png,H,V;H
composite_by_dominant/N/N_0097.png,N,Ti;N
composite_by_dominant/S/S_0098.png,S,Sc;Li;S
composite_by_dominant/S/S_0099.png,S,Si;Ti;S;P
composite_by_dominant/Mg/Mg_0103.png,Mg,Mg;Mn
composite_by_dominant/V/V_0102.png,V,V;He
composite_by_dominant/Ca/Ca_0099.png,Ca,Ca;Si;Fe
composite_by_dominant/S/S_0100.png,S,He;S;Ti;Li
composite_by_dominant/Si/Si_0095.png,Si,Mg;S;Si
composite_by_dominant/V/V_0103.png,V,O;Li;V
composite_by_dominant/P/P_0090.png,P,P;Ca;Ti
composite_by_dominant/Ca/Ca_0100.png,Ca,Mn;Ca;V
composite_by_dominant/Ti/Ti_0097.png,Ti,Ti;Si;Mg;C
composite_by_dominant/Fe/Fe_0092.png,Fe,Fe;V;H;Li
composite_by_dominant/Mn/Mn_0112.png,Mn,Mn;He
composite_by_dominant/Ca/Ca_0101.png,Ca,Ca;Cr;Mg;N
composite_by_dominant/C/C_0101.png,C,C;Al
composite_by_dominant/V/V_0104.png,V,V;H;P;Sc
composite_by_dominant/Si/Si_0096.png,Si,Ti;Ca;Si;H
composite_by_dominant/Na/Na_0097.png,Na,Na;H
composite_by_dominant/P/P_0091.png,P,N;Mg;P
composite_by_dominant/Si/Si_0097.png,Si,He;Ti;Si;S
composite_by_dominant/O/O_0122.png,O,Mn;Sc;O;Ca
composite_by_dominant/Sc/Sc_0109.png,Sc,Sc;He
composite_by_dominant/H/H_0111.png,H,Na;V;Fe;H
composite_by_dominant/Ti/Ti_0098.png,Ti,S;Ti;Al
composite_by_dominant/Si/Si_0098.png,Si,Si;N
composite_by_dominant/Si/Si_0099.png,Si,N;Si;Al;He
composite_by_dominant/He/He_0091.png,He,Si;He
composite_by_dominant/Fe/Fe_0093.png,Fe,Mn;O;Fe
composite_by_dominant/He/He_0092.png,He,He;Mg
composite_by_dominant/O/O_0123.png,O,O;Mn;Na;Sc
composite_by_dominant/O/O_0124.png,O,Si;V;O
composite_by_dominant/Ti/Ti_0099.png,Ti,Ti;Li;P
composite_by_dominant/Cr/Cr_0115.png,Cr,Cr;H
composite_by_dominant/P/P_0092.png,P,Mn;Mg;Li;P
composite_by_dominant/Li/Li_0099.png,Li,Li;Sc;Si;Mg
composite_by_dominant/Fe/Fe_0094.png,Fe,H;V;Fe
composite_by_dominant/Na/Na_0098.png,Na,S;Si;Ti;Na
composite_by_dominant/Al/Al_0097.png,Al,V;N;Al
composite_by_dominant/Sc/Sc_0110.png,Sc,O;Ti;Sc
composite_by_dominant/O/O_0125.png,O,O;Al;V;Si
composite_by_dominant/P/P_0093.png,P,N;H;P
composite_by_dominant/V/V_0105.png,V,V;H;Ca;O
composite_by_dominant/Cr/Cr_0116.png,Cr,N;Cr
composite_by_dominant/He/He_0093.png,He,H;S;He
composite_by_dominant/Mg/Mg_0104.png,Mg,Cr;Mg;V;Na
composite_by_dominant/Ca/Ca_0102.png,Ca,H;Ca
composite_by_dominant/Mn/Mn_0113.png,Mn,Mn;Mg
composite_by_dominant/Li/Li_0100.png,Li,Si;Li;Mn
composite_by_dominant/H/H_0112.png,H,H;Fe;Mn
composite_by_dominant/Fe/Fe_0095.png,Fe,Fe;Si
composite_by_dominant/Ti/Ti_0100.png,Ti,Al;Fe;Ti
composite_by_dominant/Mn/Mn_0114.png,Mn,Ca;Ti;Mn
composite_by_dominant/Ca/Ca_0103.png,Ca,Si;Al;Li;Ca
composite_by_dominant/Cr/Cr_0117.png,Cr,Fe;Cr;O;S
composite_by_dominant/Ca/Ca_0104.png,Ca,C;Ca;Mg;S
composite_by_dominant/H/H_0113.png,H,H;Sc;Cr
composite_by_dominant/O/O_0126.png,O,Cr;O
composite_by_dominant/He/He_0094.png,He,He;Mg;Ca;Ti
composite_by_dominant/Sc/Sc_0111.png,Sc,Sc;Na;V;He
composite_by_dominant/Ti/Ti_0101.png,Ti,Ti;Cr;N
composite_by_dominant/Na/Na_0099.png,Na,Mn;Na
composite_by_dominant/Mg/Mg_0105.png,Mg,Cr;Fe;Mg
composite_by_dominant/H/H_0114.png,H,Mn;H
composite_by_dominant/C/C_0102.png,C,C;Li;He
composite_by_dominant/Mg/Mg_0106.png,Mg,Na;V;Mg
composite_by_dominant/Mn/Mn_0115.png,Mn,Li;Mn;Ti
composite_by_dominant/Ti/Ti_0102.png,Ti,Al;O;Ti
composite_by_dominant/H/H_0115.png,H,C;H;P
composite_by_dominant/Cr/Cr_0118.png,Cr,Al;S;Cr;Mg
composite_by_dominant/Ca/Ca_0105.png,Ca,Ca;Li
composite_by_dominant/Li/Li_0101.png,Li,Li;He
composite_by_dominant/Mn/Mn_0116.png,Mn,Mn;Na;S
composite_by_dominant/Sc/Sc_0112.png,Sc,C;Sc;Ti;Mg
composite_by_dominant/Ti/Ti_0103.png,Ti,Al;C;Ti
composite_by_dominant/He/He_0095.png,He,C;He;H;Fe
composite_by_dominant/Ti/Ti_0104.png,Ti,Ti;Na
composite_by_dominant/Ti/Ti_0105.png,Ti,Cr;Ti
composite_by_dominant/He/He_0096.png,He,Ca;Na;Sc;He
composite_by_dominant/Li/Li_0102.png,Li,V;Li
composite_by_dominant/S/S_0101.png,S,V;S
composite_by_dominant/O/O_0127.png,O,Sc;H;Si;O
composite_by_dominant/C/C_0103.png,C,C;Ca
composite_by_dominant/C/C_0104.png,C,Ca;C
composite_by_dominant/P/P_0094.png,P,S;P
composite_by_dominant/Li/Li_0103.png,Li,Li;Si
composite_by_dominant/Ti/Ti_0106.png,Ti,Si;Ti
composite_by_dominant/O/O_0128.png,O,O;Mn;V
composite_by_dominant/O/O_0129.png,O,He;V;O;N
composite_by_dominant/P/P_0095.png,P,V;P;Mg;N
composite_by_dominant/N/N_0098.png,N,N;Na;Al
composite_by_dominant/N/N_0099.png,N,O;N
composite_by_dominant/N/N_0100.png,N,N;S;Al;O
composite_by_dominant/S/S_0102.png,S,S;O
composite_by_dominant/O/O_0130.png,O,Fe;O;C;Ti
composite_by_dominant/S/S_0103.png,S,Sc;S;Ca;Ti
composite_by_dominant/Cr/Cr_0119.png,Cr,V;He;H;Cr
composite_by_dominant/Ca/Ca_0106.png,Ca,Si;Ca
composite_by_dominant/Mg/Mg_0107.png,Mg,C;Mg;V
composite_by_dominant/Fe/Fe_0096.png,Fe,V;Fe
composite_by_dominant/Cr/Cr_0120.png,Cr,Cr;P;Li
composite_by_dominant/N/N_0101.png,N,Mg;Sc;N;He
composite_by_dominant/Ca/Ca_0107.png,Ca,Ca;S
composite_by_dominant/He/He_0097.png,He,Li;He;O
composite_by_dominant/Na/Na_0100.png,Na,V;Na;Sc
composite_by_dominant/Li/Li_0104.png,Li,Ca;Li
composite_by_dominant/Al/Al_0098.png,Al,Al;Mn;Li
composite_by_dominant/N/N_0102.png,N,Cr;N;P
composite_by_dominant/P/P_0096.png,P,Mg;P
composite_by_dominant/Sc/Sc_0113.png,Sc,Si;Mg;Sc
composite_by_dominant/Si/Si_0100.png,Si,Si;Al
composite_by_dominant/V/V_0106.png,V,Na;V;Ca;Al
composite_by_dominant/P/P_0097.png,P,N;Cr;P
composite_by_dominant/N/N_0103.png,N,Al;N;Ti;Sc
composite_by_dominant/N/N_0104.png,N,Al;N;Na
composite_by_dominant/Sc/Sc_0114.png,Sc,Sc;He
composite_by_dominant/Si/Si_0101.png,Si,Si;Sc;He
composite_by_dominant/Ti/Ti_0107.png,Ti,Ti;V;Cr;C
composite_by_dominant/C/C_0105.png,C,Mg;O;Fe;C
composite_by_dominant/Fe/Fe_0097.png,Fe,Fe;Si
composite_by_dominant/V/V_0107.png,V,V;Al;Na;Si
composite_by_dominant/Na/Na_0101.png,Na,Fe;Na;Cr
composite_by_dominant/Si/Si_0102.png,Si,He;Si
composite_by_dominant/Ca/Ca_0108.png,Ca,Ca;H;Sc
composite_by_dominant/Fe/Fe_0098.png,Fe,Fe;Mn
composite_by_dominant/Fe/Fe_0099.png,Fe,Fe;Mg;Cr;N
composite_by_dominant/H/H_0116.png,H,V;H;Al
composite_by_dominant/V/V_0108.png,V,He;Sc;Al;V
composite_by_dominant/Na/Na_0102.png,Na,Na;S;Ti
composite_by_dominant/Ca/Ca_0109.png,Ca,Ca;Mn;He
composite_by_dominant/O/O_0131.png,O,Mg;H;Li;O
composite_by_dominant/Fe/Fe_0100.png,Fe,He;Na;Fe
composite_by_dominant/V/V_0109.png,V,V;Na;Ca
composite_by_dominant/S/S_0104.png,S,S;Si
composite_by_dominant/H/H_0117.png,H,H;Li
composite_by_dominant/Na/Na_0103.png,Na,Na;Si
composite_by_dominant/Al/Al_0099.png,Al,Mg;Al;Sc;S
composite_by_dominant/Mg/Mg_0108.png,Mg,Cr;Mg;He
composite_by_dominant/Cr/Cr_0121.png,Cr,Mg;Ca;Na;Cr
composite_by_dominant/O/O_0132.png,O,O;Al
composite_by_dominant/Sc/Sc_0115.png,Sc,P;Mg;Sc;S
composite_by_dominant/Si/Si_0103.png,Si,C;Si
composite_by_dominant/Al/Al_0100.png,Al,H;Al;P;N
composite_by_dominant/N/N_0105.png,N,He;N;Na
composite_by_dominant/H/H_0118.png,H,H;Si;Cr
composite_by_dominant/Sc/Sc_0116.png,Sc,He;Li;Mn;Sc
composite_by_dominant/Si/Si_0104.png,Si,Li;Si
composite_by_dominant/Cr/Cr_0122.png,Cr,Cr;Li
composite_by_dominant/Li/Li_0105.png,Li,H;Li;Ti
composite_by_dominant/Ti/Ti_0108.png,Ti,Al;V;He;Ti
composite_by_dominant/C/C_0106.png,C,N;C;Mg;Cr
composite_by_dominant/V/V_0110.png,V,Ca;Na;V
composite_by_dominant/Na/Na_0104.png,Na,Na;C
composite_by_dominant/Ti/Ti_0109.png,Ti,C;Ti
composite_by_dominant/Mn/Mn_0117.png,Mn,P;Mn;Fe
composite_by_dominant/Cr/Cr_0123.png,Cr,Na;Ti;Cr
composite_by_dominant/Al/Al_0101.png,Al,Fe;Mg;Al;Mn
composite_by_dominant/Sc/Sc_0117.png,Sc,Mn;Li;Ca;Sc
composite_by_dominant/H/H_0119.png,H,Mg;Na;H
composite_by_dominant/Mn/Mn_0118.png,Mn,Ca;Mg;C;Mn
composite_by_dominant/Li/Li_0106.png,Li,Fe;N;Li;Na
composite_by_dominant/N/N_0106.png,N,C;N;Mn;Sc
composite_by_dominant/Cr/Cr_0124.png,Cr,Li;Mn;Cr;Ti
composite_by_dominant/C/C_0107.png,C,C;Na;Li
composite_by_dominant/O/O_0133.png,O,P;O
composite_by_dominant/Al/Al_0102.png,Al,Ti;N;Li;Al
composite_by_dominant/H/H_0120.png,H,H;C;P
composite_by_dominant/Fe/Fe_0101.png,Fe,Sc;N;Al;Fe
composite_by_dominant/Sc/Sc_0118.png,Sc,O;Sc
composite_by_dominant/Mn/Mn_0119.png,Mn,H;Fe;Mn;Ca
composite_by_dominant/Li/Li_0107.png,Li,Ti;C;Li
composite_by_dominant/Li/Li_0108.png,Li,O;Li;S
composite_by_dominant/O/O_0134.png,O,Ca;O;Sc
composite_by_dominant/O/O_0135.png,O,Fe;S;O
composite_by_dominant/Mg/Mg_0109.png,Mg,Fe;V;Mg
composite_by_dominant/Si/Si_0105.png,Si,O;Si
composite_by_dominant/Ti/Ti_0110.png,Ti,Li;Ti;V
composite_by_dominant/Li/Li_0109.png,Li,Li;Mn
composite_by_dominant/Mn/Mn_0120.png,Mn,Mn;H;Ca
composite_by_dominant/O/O_0136.png,O,S;O;P
composite_by_dominant/Sc/Sc_0119.png,Sc,Cr;Si;C;Sc
composite_by_dominant/Al/Al_0103.png,Al,H;Al
composite_by_dominant/Sc/Sc_0120.png,Sc,H;Sc
composite_by_dominant/Ti/Ti_0111.png,Ti,Sc;Ca;Ti
composite_by_dominant/Fe/Fe_0102.png,Fe,Si;Ca;Fe
composite_by_dominant/Li/Li_0110.png,Li,Ca;Li
composite_by_dominant/Si/Si_0106.png,Si,Al;Si;N;Cr
composite_by_dominant/Ca/Ca_0110.png,Ca,N;Mg;Ca
composite_by_dominant/Na/Na_0105.png,Na,Na;N;Mn;Cr
composite_by_dominant/Sc/Sc_0121.png,Sc,Al;Sc
composite_by_dominant/H/H_0121.png,H,Na;Sc;H;Mn
composite_by_dominant/P/P_0098.png,P,Li;P
composite_by_dominant/Si/Si_0107.png,Si,O;Sc;Li;Si
composite_by_dominant/Na/Na_0106.png,Na,S;V;Na
composite_by_dominant/C/C_0108.png,C,C;Ca;Mn;Cr
composite_by_dominant/Mg/Mg_0110.png,Mg,Mg;Al;Fe;Ti
composite_by_dominant/Na/Na_0107.png,Na,Na;Ti;O;P
composite_by_dominant/Fe/Fe_0103.png,Fe,Fe;He
composite_by_dominant/N/N_0107.png,N,S;N;Ti
composite_by_dominant/O/O_0137.png,O,O;H
composite_by_dominant/Na/Na_0108.png,Na,Na;Mg;Ca
composite_by_dominant/Fe/Fe_0104.png,Fe,Sc;Fe;H
composite_by_dominant/C/C_0109.png,C,Li;He;C
composite_by_dominant/O/O_0138.png,O,O;H;Ti;Al
composite_by_dominant/Mn/Mn_0121.png,Mn,Mn;Na;H;Sc
composite_by_dominant/Ti/Ti_0112.png,Ti,Cr;Ti;Al;H
composite_by_dominant/Li/Li_0111.png,Li,Li;S;C
composite_by_dominant/He/He_0098.png,He,He;Ti;P;Al
composite_by_dominant/Fe/Fe_0105.png,Fe,He;Fe
composite_by_dominant/P/P_0099.png,P,Ca;P
composite_by_dominant/H/H_0122.png,H,H;Mg;S;Al
composite_by_dominant/Si/Si_0108.png,Si,S;Si;P;C
composite_by_dominant/N/N_0108.png,N,N;S
composite_by_dominant/Ca/Ca_0111.png,Ca,V;Sc;Ca;C
composite_by_dominant/Mg/Mg_0111.png,Mg,Mn;Fe;Mg;V
composite_by_dominant/Si/Si_0109.png,Si,V;Ca;Fe;Si
composite_by_dominant/C/C_0110.png,C,C;Ca
composite_by_dominant/Ti/Ti_0113.png,Ti,Al;Cr;Ti;N
composite_by_dominant/C/C_0111.png,C,C;Al
composite_by_dominant/Ca/Ca_0112.png,Ca,V;Ca;Na;O
composite_by_dominant/Li/Li_0112.png,Li,Si;Fe;Li;C
composite_by_dominant/C/C_0112.png,C,C;Mg;H;Na
composite_by_dominant/H/H_0123.png,H,Cr;H;Ca
composite_by_dominant/P/P_0100.png,P,Mn;C;P;H
composite_by_dominant/Al/Al_0104.png,Al,Na;Al;Sc
composite_by_dominant/He/He_0099.png,He,He;Al
composite_by_dominant/Mn/Mn_0122.png,Mn,S;Mn;V;Li
composite_by_dominant/S/S_0105.png,S,S;Si
composite_by_dominant/C/C_0113.png,C,C;S;Fe;O
composite_by_dominant/Mn/Mn_0123.png,Mn,Ti;Mn
composite_by_dominant/Si/Si_0110.png,Si,Si;Ca;Na
composite_by_dominant/Na/Na_0109.png,Na,Ca;Na
composite_by_dominant/O/O_0139.png,O,Mn;O
composite_by_dominant/He/He_0100.png,He,C;He;Cr
composite_by_dominant/Al/Al_0105.png,Al,Al;Si
composite_by_dominant/Sc/Sc_0122.png,Sc,O;Sc
composite_by_dominant/Ca/Ca_0113.png,Ca,Ti;O;Ca;Si
composite_by_dominant/V/V_0111.png,V,H;V;Ti;Cr
composite_by_dominant/Mg/Mg_0112.png,Mg,Mg;Na;Si;Sc
composite_by_dominant/Mg/Mg_0113.png,Mg,Ca;Mg;S
composite_by_dominant/N/N_0109.png,N,Cr;N
composite_by_dominant/P/P_0101.png,P,Cr;P
composite_by_dominant/H/H_0124.png,H,H;N;O
composite_by_dominant/Mn/Mn_0124.png,Mn,Li;Si;Mn
composite_by_dominant/P/P_0102.png,P,P;S;Si
composite_by_dominant/Ti/Ti_0114.png,Ti,Ti;Li;C
composite_by_dominant/He/He_0101.png,He,P;He;Na
composite_by_dominant/He/He_0102.png,He,S;Ti;He
composite_by_dominant/Ca/Ca_0114.png,Ca,Ca;He;Mg;S
composite_by_dominant/S/S_0106.png,S,Al;S
composite_by_dominant/V/V_0112.png,V,H;Ti;V
composite_by_dominant/N/N_0110.png,N,Si;Mg;Sc;N
composite_by_dominant/Cr/Cr_0125.png,Cr,Cr;Mn;O;Sc
composite_by_dominant/He/He_0103.png,He,S;He;Mg;Si
composite_by_dominant/Ti/Ti_0115.png,Ti,Ti;S;Mn
composite_by_dominant/N/N_0111.png,N,N;Ca
composite_by_dominant/Li/Li_0113.png,Li,Cr;Li;He
composite_by_dominant/P/P_0103.png,P,P;Sc;Al
composite_by_dominant/V/V_0113.png,V,Mn;Fe;Ca;V
composite_by_dominant/He/He_0104.png,He,O;Al;He
composite_by_dominant/Mn/Mn_0125.png,Mn,Mn;Mg;P
composite_by_dominant/Ti/Ti_0116.png,Ti,S;Ti
composite_by_dominant/S/S_0107.png,S,O;Al;C;S
composite_by_dominant/Li/Li_0114.png,Li,Li;C;S
composite_by_dominant/Al/Al_0106.png,Al,Al;He;V;N
composite_by_dominant/C/C_0114.png,C,He;C;Mn
composite_by_dominant/O/O_0140.png,O,Li;O
composite_by_dominant/O/O_0141.png,O,Mg;O;N;Si
composite_by_dominant/O/O_0142.png,O,N;H;O;C
composite_by_dominant/P/P_0104.png,P,Sc;P;Mn
composite_by_dominant/S/S_0108.png,S,P;S
composite_by_dominant/H/H_0125.png,H,Li;H;Cr
composite_by_dominant/N/N_0112.png,N,Fe;N;Mg;S
composite_by_dominant/C/C_0115.png,C,Mg;C
composite_by_dominant/Mn/Mn_0126.png,Mn,Cr;Fe;Mn
composite_by_dominant/P/P_0105.png,P,Mn;Si;P;Al
composite_by_dominant/Fe/Fe_0106.png,Fe,C;Fe;Mg
composite_by_dominant/Ti/Ti_0117.png,Ti,Mn;P;Ti
composite_by_dominant/Ti/Ti_0118.png,Ti,Li;O;Na;Ti
composite_by_dominant/Mn/Mn_0127.png,Mn,V;Mg;Mn
composite_by_dominant/H/H_0126.png,H,He;H;S;Si
composite_by_dominant/He/He_0105.png,He,He;Ti;C;S
composite_by_dominant/S/S_0109.png,S,S;Mg
composite_by_dominant/P/P_0106.png,P,V;P;Na;Li
composite_by_dominant/Cr/Cr_0126.png,Cr,Mg;O;Cr
composite_by_dominant/V/V_0114.png,V,He;V
composite_by_dominant/C/C_0116.png,C,C;Fe
composite_by_dominant/N/N_0113.png,N,N;Mn;Si
composite_by_dominant/P/P_0107.png,P,P;Na;Ca
composite_by_dominant/Cr/Cr_0127.png,Cr,Cr;V;P
composite_by_dominant/Mg/Mg_0114.png,Mg,Si;Al;Mg;Ca
composite_by_dominant/P/P_0108.png,P,Mg;Si;Sc;P
composite_by_dominant/S/S_0110.png,S,S;Li
composite_by_dominant/Mg/Mg_0115.png,Mg,Mg;H
composite_by_dominant/Ti/Ti_0119.png,Ti,O;Ti;Mn
composite_by_dominant/N/N_0114.png,N,N;V;Fe
composite_by_dominant/P/P_0109.png,P,He;P;Ti;S
composite_by_dominant/Si/Si_0111.png,Si,S;Mg;Si
composite_by_dominant/H/H_0127.png,H,Li;H;Ca;Na
composite_by_dominant/Si/Si_0112.png,Si,Si;Mn;V;N
composite_by_dominant/S/S_0111.png,S,H;Ti;C;S
composite_by_dominant/He/He_0106.png,He,Li;Na;He;Mg
composite_by_dominant/Ti/Ti_0120.png,Ti,O;Na;Ti
composite_by_dominant/Mg/Mg_0116.png,Mg,Mg;Na
composite_by_dominant/Ca/Ca_0115.png,Ca,S;Cr;V;Ca
composite_by_dominant/P/P_0110.png,P,C;P
composite_by_dominant/C/C_0117.png,C,C;N;He;O
composite_by_dominant/S/S_0112.png,S,C;S
composite_by_dominant/Cr/Cr_0128.png,Cr,Cr;C;Si
composite_by_dominant/S/S_0113.png,S,S;Na
composite_by_dominant/Si/Si_0113.png,Si,N;Si;V
composite_by_dominant/H/H_0128.png,H,S;H
composite_by_dominant/Ti/Ti_0121.png,Ti,Ti;C;Na;He
composite_by_dominant/C/C_0118.png,C,Sc;C
composite_by_dominant/Sc/Sc_0123.png,Sc,Sc;N;C
composite_by_dominant/N/N_0115.png,N,N;Al;Li;Ti
composite_by_dominant/P/P_0111.png,P,Mg;P;C
composite_by_dominant/Si/Si_0114.png,Si,Mn;Si
composite_by_dominant/O/O_0143.png,O,O;N;P
composite_by_dominant/Sc/Sc_0124.png,Sc,Ca;Si;Sc;P
composite_by_dominant/He/He_0107.png,He,Mn;Al;Mg;He
composite_by_dominant/C/C_0119.png,C,N;C
composite_by_dominant/Si/Si_0115.png,Si,Si;Li
composite_by_dominant/Cr/Cr_0129.png,Cr,Cr;Li
composite_by_dominant/Na/Na_0110.png,Na,Na;N
composite_by_dominant/Mg/Mg_0117.png,Mg,H;Mg
composite_by_dominant/H/H_0129.png,H,P;H;Si;N
composite_by_dominant/Cr/Cr_0130.png,Cr,Mg;Li;Cr;Ti
composite_by_dominant/Mg/Mg_0118.png,Mg,Mn;C;Mg
composite_by_dominant/Ti/Ti_0122.png,Ti,Ti;S;Si;Na
composite_by_dominant/Cr/Cr_0131.png,Cr,Cr;V;N;Li
composite_by_dominant/Sc/Sc_0125.png,Sc,Sc;Fe;N
composite_by_dominant/Cr/Cr_0132.png,Cr,Cr;S;Mg
composite_by_dominant/Mg/Mg_0119.png,Mg,Sc;Mg;N
composite_by_dominant/Mn/Mn_0128.png,Mn,Na;Mn;O
composite_by_dominant/Fe/Fe_0107.png,Fe,C;H;Fe
composite_by_dominant/P/P_0112.png,P,O;P
composite_by_dominant/P/P_0113.png,P,V;Mn;P
composite_by_dominant/P/P_0114.png,P,Na;Ti;P
composite_by_dominant/Fe/Fe_0108.png,Fe,Cr;O;Fe;N
composite_by_dominant/P/P_0115.png,P,Al;P;Na
composite_by_dominant/V/V_0115.png,V,He;Mg;Cr;V
composite_by_dominant/Si/Si_0116.png,Si,Fe;Si
composite_by_dominant/H/H_0130.png,H,Cr;He;H
composite_by_dominant/O/O_0144.png,O,O;Na;H
composite_by_dominant/Ti/Ti_0123.png,Ti,Ti;S;Sc;He
composite_by_dominant/Mg/Mg_0120.png,Mg,Mg;He;C
composite_by_dominant/Cr/Cr_0133.png,Cr,Ti;Ca;Cr;P
composite_by_dominant/Ca/Ca_0116.png,Ca,Ti;Sc;Cr;Ca
composite_by_dominant/Li/Li_0115.png,Li,Li;Mg;Mn
composite_by_dominant/Cr/Cr_0134.png,Cr,Cr;S;He
composite_by_dominant/Mn/Mn_0129.png,Mn,Sc;Si;Cr;Mn
composite_by_dominant/C/C_0120.png,C,C;H
composite_by_dominant/O/O_0145.png,O,O;V
composite_by_dominant/O/O_0146.png,O,Mg;P;O
composite_by_dominant/P/P_0116.png,P,Ca;N;H;P
composite_by_dominant/C/C_0121.png,C,S;Si;C;Fe
composite_by_dominant/Cr/Cr_0135.png,Cr,Cr;Mn
